iteration,p0_avg_rock,p0_avg_paper,p0_avg_scissors,p1_avg_rock,p1_avg_paper,p1_avg_scissors,p0_best_response,p1_best_response,full_exploitability
2144,0.328205,0.336597,0.335198,0.328205,0.336597,0.335198,2,2,8.391608e-03
2145,0.328052,0.336440,0.335508,0.328052,0.336440,0.335508,2,2,8.387698e-03
2146,0.327899,0.336283,0.335817,0.327899,0.336283,0.335817,2,2,8.383791e-03
2147,0.327747,0.336127,0.336127,0.327747,0.336127,0.336127,2,2,8.379888e-03
2148,0.327594,0.335970,0.336436,0.327594,0.335970,0.336436,2,2,8.375989e-03
2149,0.327442,0.335814,0.336744,0.327442,0.335814,0.336744,2,2,8.372093e-03
2150,0.327290,0.335658,0.337053,0.327290,0.335658,0.337053,2,2,8.368201e-03
2151,0.327138,0.335502,0.337361,0.327138,0.335502,0.337361,2,2,8.364312e-03
2152,0.326986,0.335346,0.337668,0.326986,0.335346,0.337668,2,2,8.360427e-03
2153,0.326834,0.335190,0.337976,0.326834,0.335190,0.337976,2,2,8.356546e-03
2154,0.326682,0.335035,0.338283,0.326682,0.335035,0.338283,2,2,8.352668e-03
2155,0.326531,0.334879,0.338590,0.326531,0.334879,0.338590,2,2,8.348794e-03
2156,0.326379,0.334724,0.338897,0.326379,0.334724,0.338897,2,2,8.344924e-03
2157,0.326228,0.334569,0.339203,0.326228,0.334569,0.339203,2,2,8.341057e-03
2158,0.326077,0.334414,0.339509,0.326077,0.334414,0.339509,2,2,8.337193e-03
2159,0.325926,0.334259,0.339815,0.325926,0.334259,0.339815,2,2,8.333333e-03
2160,0.325775,0.334105,0.340120,0.325775,0.334105,0.340120,2,2,8.329477e-03
2161,0.325624,0.333950,0.340426,0.325624,0.333950,0.340426,2,2,8.325624e-03
2162,0.325474,0.333796,0.340730,0.325474,0.333796,0.340730,2,2,8.321775e-03
2163,0.325323,0.333641,0.341035,0.325323,0.333641,0.341035,2,2,8.317930e-03
2164,0.325173,0.333487,0.341339,0.325173,0.333487,0.341339,2,2,8.314088e-03
2165,0.325023,0.333333,0.341644,0.325023,0.333333,0.341644,2,2,8.310249e-03
2166,0.325335,0.333180,0.341486,0.325335,0.333180,0.341486,0,0,8.306414e-03
2167,0.325646,0.333026,0.341328,0.325646,0.333026,0.341328,0,0,8.302583e-03
2168,0.325957,0.332872,0.341171,0.325957,0.332872,0.341171,0,0,8.298755e-03
2169,0.326267,0.332719,0.341014,0.326267,0.332719,0.341014,0,0,8.294931e-03
2170,0.326578,0.332566,0.340857,0.326578,0.332566,0.340857,0,0,8.291110e-03
2171,0.326888,0.332413,0.340700,0.326888,0.332413,0.340700,0,0,8.287293e-03
2172,0.327197,0.332260,0.340543,0.327197,0.332260,0.340543,0,0,8.283479e-03
2173,0.327507,0.332107,0.340386,0.327507,0.332107,0.340386,0,0,8.279669e-03
2174,0.327816,0.331954,0.340230,0.327816,0.331954,0.340230,0,0,8.275862e-03
2175,0.328125,0.331801,0.340074,0.328125,0.331801,0.340074,0,0,8.272059e-03
2176,0.328434,0.331649,0.339917,0.328434,0.331649,0.339917,0,0,8.268259e-03
2177,0.328742,0.331497,0.339761,0.328742,0.331497,0.339761,0,0,8.264463e-03
2178,0.329050,0.331345,0.339605,0.329050,0.331345,0.339605,0,0,8.260670e-03
2179,0.329358,0.331193,0.339450,0.329358,0.331193,0.339450,0,0,8.256881e-03
2180,0.329665,0.331041,0.339294,0.329665,0.331041,0.339294,0,0,8.253095e-03
2181,0.329973,0.330889,0.339138,0.329973,0.330889,0.339138,0,0,8.249313e-03
2182,0.330279,0.330738,0.338983,0.330279,0.330738,0.338983,0,0,8.245534e-03
2183,0.330586,0.330586,0.338828,0.330586,0.330586,0.338828,0,0,8.241758e-03
2184,0.330892,0.330435,0.338673,0.330892,0.330435,0.338673,0,0,8.237986e-03
2185,0.331199,0.330284,0.338518,0.331199,0.330284,0.338518,0,0,8.234218e-03
2186,0.331504,0.330133,0.338363,0.331504,0.330133,0.338363,0,0,8.230453e-03
2187,0.331810,0.329982,0.338208,0.331810,0.329982,0.338208,0,0,8.226691e-03
2188,0.332115,0.329831,0.338054,0.332115,0.329831,0.338054,0,0,8.222933e-03
2189,0.332420,0.329680,0.337900,0.332420,0.329680,0.337900,0,0,8.219178e-03
2190,0.332725,0.329530,0.337745,0.332725,0.329530,0.337745,0,0,8.215427e-03
2191,0.333029,0.329380,0.337591,0.333029,0.329380,0.337591,0,0,8.211679e-03
2192,0.333333,0.329229,0.337437,0.333333,0.329229,0.337437,0,0,8.207934e-03
2193,0.333637,0.329079,0.337284,0.333637,0.329079,0.337284,0,0,8.204193e-03
2194,0.333941,0.328929,0.337130,0.333941,0.328929,0.337130,0,0,8.200456e-03
2195,0.334244,0.328780,0.336976,0.334244,0.328780,0.336976,0,0,8.196721e-03
2196,0.334547,0.328630,0.336823,0.334547,0.328630,0.336823,0,0,8.192990e-03
2197,0.334850,0.328480,0.336670,0.334850,0.328480,0.336670,0,0,8.189263e-03
2198,0.335152,0.328331,0.336517,0.335152,0.328331,0.336517,0,0,8.185539e-03
2199,0.335455,0.328182,0.336364,0.335455,0.328182,0.336364,0,0,8.181818e-03
2200,0.335756,0.328033,0.336211,0.335756,0.328033,0.336211,0,0,8.178101e-03
2201,0.336058,0.327884,0.336058,0.336058,0.327884,0.336058,0,0,8.174387e-03
2202,0.336360,0.327735,0.335906,0.336360,0.327735,0.335906,0,0,8.170676e-03
2203,0.336661,0.327586,0.335753,0.336661,0.327586,0.335753,0,0,8.166969e-03
2204,0.336961,0.327438,0.335601,0.336961,0.327438,0.335601,0,0,8.163265e-03
2205,0.337262,0.327289,0.335449,0.337262,0.327289,0.335449,0,0,8.159565e-03
2206,0.337562,0.327141,0.335297,0.337562,0.327141,0.335297,0,0,8.155868e-03
2207,0.337862,0.326993,0.335145,0.337862,0.326993,0.335145,0,0,8.152174e-03
2208,0.338162,0.326845,0.334993,0.338162,0.326845,0.334993,0,0,8.148483e-03
2209,0.338462,0.326697,0.334842,0.338462,0.326697,0.334842,0,0,8.144796e-03
2210,0.338761,0.326549,0.334690,0.338761,0.326549,0.334690,0,0,8.141113e-03
2211,0.339060,0.326401,0.334539,0.339060,0.326401,0.334539,0,0,8.137432e-03
2212,0.339358,0.326254,0.334388,0.339358,0.326254,0.334388,0,0,8.133755e-03
2213,0.339657,0.326107,0.334237,0.339657,0.326107,0.334237,0,0,8.130081e-03
2214,0.339955,0.325959,0.334086,0.339955,0.325959,0.334086,0,0,8.126411e-03
2215,0.340253,0.325812,0.333935,0.340253,0.325812,0.333935,0,0,8.122744e-03
2216,0.340550,0.325665,0.333784,0.340550,0.325665,0.333784,0,0,8.119080e-03
2217,0.340848,0.325518,0.333634,0.340848,0.325518,0.333634,0,0,8.115419e-03
2218,0.341145,0.325372,0.333484,0.341145,0.325372,0.333484,0,0,8.111762e-03
2219,0.341441,0.325225,0.333333,0.341441,0.325225,0.333333,0,0,8.108108e-03
2220,0.341288,0.325529,0.333183,0.341288,0.325529,0.333183,1,1,8.104457e-03
2221,0.341134,0.325833,0.333033,0.341134,0.325833,0.333033,1,1,8.100810e-03
2222,0.340981,0.326136,0.332883,0.340981,0.326136,0.332883,1,1,8.097166e-03
2223,0.340827,0.326439,0.332734,0.340827,0.326439,0.332734,1,1,8.093525e-03
2224,0.340674,0.326742,0.332584,0.340674,0.326742,0.332584,1,1,8.089888e-03
2225,0.340521,0.327044,0.332435,0.340521,0.327044,0.332435,1,1,8.086253e-03
2226,0.340368,0.327346,0.332286,0.340368,0.327346,0.332286,1,1,8.082622e-03
2227,0.340215,0.327648,0.332136,0.340215,0.327648,0.332136,1,1,8.078995e-03
2228,0.340063,0.327950,0.331987,0.340063,0.327950,0.331987,1,1,8.075370e-03
2229,0.339910,0.328251,0.331839,0.339910,0.328251,0.331839,1,1,8.071749e-03
2230,0.339758,0.328552,0.331690,0.339758,0.328552,0.331690,1,1,8.068131e-03
2231,0.339606,0.328853,0.331541,0.339606,0.328853,0.331541,1,1,8.064516e-03
2232,0.339454,0.329154,0.331393,0.339454,0.329154,0.331393,1,1,8.060905e-03
2233,0.339302,0.329454,0.331244,0.339302,0.329454,0.331244,1,1,8.057296e-03
2234,0.339150,0.329754,0.331096,0.339150,0.329754,0.331096,1,1,8.053691e-03
2235,0.338998,0.330054,0.330948,0.338998,0.330054,0.330948,1,1,8.050089e-03
2236,0.338847,0.330353,0.330800,0.338847,0.330353,0.330800,1,1,8.046491e-03
2237,0.338695,0.330652,0.330652,0.338695,0.330652,0.330652,1,1,8.042895e-03
2238,0.338544,0.330951,0.330505,0.338544,0.330951,0.330505,1,1,8.039303e-03
2239,0.338393,0.331250,0.330357,0.338393,0.331250,0.330357,1,1,8.035714e-03
2240,0.338242,0.331548,0.330210,0.338242,0.331548,0.330210,1,1,8.032129e-03
2241,0.338091,0.331847,0.330062,0.338091,0.331847,0.330062,1,1,8.028546e-03
2242,0.337940,0.332144,0.329915,0.337940,0.332144,0.329915,1,1,8.024967e-03
2243,0.337790,0.332442,0.329768,0.337790,0.332442,0.329768,1,1,8.021390e-03
2244,0.337639,0.332739,0.329621,0.337639,0.332739,0.329621,1,1,8.017817e-03
2245,0.337489,0.333037,0.329475,0.337489,0.333037,0.329475,1,1,8.014248e-03
2246,0.337339,0.333333,0.329328,0.337339,0.333333,0.329328,1,1,8.010681e-03
2247,0.337189,0.333630,0.329181,0.337189,0.333630,0.329181,1,1,8.007117e-03
2248,0.337039,0.333926,0.329035,0.337039,0.333926,0.329035,1,1,8.003557e-03
2249,0.336889,0.334222,0.328889,0.336889,0.334222,0.328889,1,1,8.000000e-03
2250,0.336739,0.334518,0.328743,0.336739,0.334518,0.328743,1,1,7.996446e-03
2251,0.336590,0.334813,0.328597,0.336590,0.334813,0.328597,1,1,7.992895e-03
2252,0.336440,0.335109,0.328451,0.336440,0.335109,0.328451,1,1,7.989348e-03
2253,0.336291,0.335404,0.328305,0.336291,0.335404,0.328305,1,1,7.985803e-03
2254,0.336142,0.335698,0.328160,0.336142,0.335698,0.328160,1,1,7.982262e-03
2255,0.335993,0.335993,0.328014,0.335993,0.335993,0.328014,1,1,7.978723e-03
2256,0.335844,0.336287,0.327869,0.335844,0.336287,0.327869,1,1,7.975188e-03
2257,0.335695,0.336581,0.327724,0.335695,0.336581,0.327724,1,1,7.971656e-03
2258,0.335547,0.336875,0.327579,0.335547,0.336875,0.327579,1,1,7.968127e-03
2259,0.335398,0.337168,0.327434,0.335398,0.337168,0.327434,1,1,7.964602e-03
2260,0.335250,0.337461,0.327289,0.335250,0.337461,0.327289,1,1,7.961079e-03
2261,0.335102,0.337754,0.327144,0.335102,0.337754,0.327144,1,1,7.957560e-03
2262,0.334954,0.338047,0.327000,0.334954,0.338047,0.327000,1,1,7.954043e-03
2263,0.334806,0.338339,0.326855,0.334806,0.338339,0.326855,1,1,7.950530e-03
2264,0.334658,0.338631,0.326711,0.334658,0.338631,0.326711,1,1,7.947020e-03
2265,0.334510,0.338923,0.326567,0.334510,0.338923,0.326567,1,1,7.943513e-03
2266,0.334363,0.339215,0.326423,0.334363,0.339215,0.326423,1,1,7.940009e-03
2267,0.334215,0.339506,0.326279,0.334215,0.339506,0.326279,1,1,7.936508e-03
2268,0.334068,0.339797,0.326135,0.334068,0.339797,0.326135,1,1,7.933010e-03
2269,0.333921,0.340088,0.325991,0.333921,0.340088,0.325991,1,1,7.929515e-03
2270,0.333774,0.340379,0.325848,0.333774,0.340379,0.325848,1,1,7.926024e-03
2271,0.333627,0.340669,0.325704,0.333627,0.340669,0.325704,1,1,7.922535e-03
2272,0.333480,0.340959,0.325561,0.333480,0.340959,0.325561,1,1,7.919050e-03
2273,0.333333,0.341249,0.325418,0.333333,0.341249,0.325418,1,1,7.915567e-03
2274,0.333187,0.341538,0.325275,0.333187,0.341538,0.325275,1,1,8.351648e-03
2275,0.333040,0.341388,0.325571,0.333040,0.341388,0.325571,2,2,8.347979e-03
2276,0.332894,0.341238,0.325867,0.332894,0.341238,0.325867,2,2,8.344313e-03
2277,0.332748,0.341089,0.326163,0.332748,0.341089,0.326163,2,2,8.340650e-03
2278,0.332602,0.340939,0.326459,0.332602,0.340939,0.326459,2,2,8.336990e-03
2279,0.332456,0.340789,0.326754,0.332456,0.340789,0.326754,2,2,8.333333e-03
2280,0.332310,0.340640,0.327050,0.332310,0.340640,0.327050,2,2,8.329680e-03
2281,0.332165,0.340491,0.327344,0.332165,0.340491,0.327344,2,2,8.326030e-03
2282,0.332019,0.340342,0.327639,0.332019,0.340342,0.327639,2,2,8.322383e-03
2283,0.331874,0.340193,0.327933,0.331874,0.340193,0.327933,2,2,8.318739e-03
2284,0.331729,0.340044,0.328228,0.331729,0.340044,0.328228,2,2,8.315098e-03
2285,0.331584,0.339895,0.328521,0.331584,0.339895,0.328521,2,2,8.311461e-03
2286,0.331439,0.339746,0.328815,0.331439,0.339746,0.328815,2,2,8.307827e-03
2287,0.331294,0.339598,0.329108,0.331294,0.339598,0.329108,2,2,8.304196e-03
2288,0.331149,0.339450,0.329401,0.331149,0.339450,0.329401,2,2,8.300568e-03
2289,0.331004,0.339301,0.329694,0.331004,0.339301,0.329694,2,2,8.296943e-03
2290,0.330860,0.339153,0.329987,0.330860,0.339153,0.329987,2,2,8.293322e-03
2291,0.330716,0.339005,0.330279,0.330716,0.339005,0.330279,2,2,8.289703e-03
2292,0.330571,0.338857,0.330571,0.330571,0.338857,0.330571,2,2,8.286088e-03
2293,0.330427,0.338710,0.330863,0.330427,0.338710,0.330863,2,2,8.282476e-03
2294,0.330283,0.338562,0.331155,0.330283,0.338562,0.331155,2,2,8.278867e-03
2295,0.330139,0.338415,0.331446,0.330139,0.338415,0.331446,2,2,8.275261e-03
2296,0.329996,0.338267,0.331737,0.329996,0.338267,0.331737,2,2,8.271659e-03
2297,0.329852,0.338120,0.332028,0.329852,0.338120,0.332028,2,2,8.268059e-03
2298,0.329709,0.337973,0.332318,0.329709,0.337973,0.332318,2,2,8.264463e-03
2299,0.329565,0.337826,0.332609,0.329565,0.337826,0.332609,2,2,8.260870e-03
2300,0.329422,0.337679,0.332899,0.329422,0.337679,0.332899,2,2,8.257279e-03
2301,0.329279,0.337533,0.333189,0.329279,0.337533,0.333189,2,2,8.253692e-03
2302,0.329136,0.337386,0.333478,0.329136,0.337386,0.333478,2,2,8.250109e-03
2303,0.328993,0.337240,0.333767,0.328993,0.337240,0.333767,2,2,8.246528e-03
2304,0.328850,0.337093,0.334056,0.328850,0.337093,0.334056,2,2,8.242950e-03
2305,0.328708,0.336947,0.334345,0.328708,0.336947,0.334345,2,2,8.239376e-03
2306,0.328565,0.336801,0.334634,0.328565,0.336801,0.334634,2,2,8.235804e-03
2307,0.328423,0.336655,0.334922,0.328423,0.336655,0.334922,2,2,8.232236e-03
2308,0.328281,0.336509,0.335210,0.328281,0.336509,0.335210,2,2,8.228670e-03
2309,0.328139,0.336364,0.335498,0.328139,0.336364,0.335498,2,2,8.225108e-03
2310,0.327997,0.336218,0.335785,0.327997,0.336218,0.335785,2,2,8.221549e-03
2311,0.327855,0.336073,0.336073,0.327855,0.336073,0.336073,2,2,8.217993e-03
2312,0.327713,0.335927,0.336360,0.327713,0.335927,0.336360,2,2,8.214440e-03
2313,0.327571,0.335782,0.336646,0.327571,0.335782,0.336646,2,2,8.210890e-03
2314,0.327430,0.335637,0.336933,0.327430,0.335637,0.336933,2,2,8.207343e-03
2315,0.327288,0.335492,0.337219,0.327288,0.335492,0.337219,2,2,8.203800e-03
2316,0.327147,0.335347,0.337505,0.327147,0.335347,0.337505,2,2,8.200259e-03
2317,0.327006,0.335203,0.337791,0.327006,0.335203,0.337791,2,2,8.196721e-03
2318,0.326865,0.335058,0.338077,0.326865,0.335058,0.338077,2,2,8.193187e-03
2319,0.326724,0.334914,0.338362,0.326724,0.334914,0.338362,2,2,8.189655e-03
2320,0.326583,0.334769,0.338647,0.326583,0.334769,0.338647,2,2,8.186127e-03
2321,0.326443,0.334625,0.338932,0.326443,0.334625,0.338932,2,2,8.182601e-03
2322,0.326302,0.334481,0.339217,0.326302,0.334481,0.339217,2,2,8.179079e-03
2323,0.326162,0.334337,0.339501,0.326162,0.334337,0.339501,2,2,8.175559e-03
2324,0.326022,0.334194,0.339785,0.326022,0.334194,0.339785,2,2,8.172043e-03
2325,0.325881,0.334050,0.340069,0.325881,0.334050,0.340069,2,2,8.168530e-03
2326,0.325741,0.333906,0.340352,0.325741,0.333906,0.340352,2,2,8.165019e-03
2327,0.325601,0.333763,0.340636,0.325601,0.333763,0.340636,2,2,8.161512e-03
2328,0.325462,0.333620,0.340919,0.325462,0.333620,0.340919,2,2,8.158008e-03
2329,0.325322,0.333476,0.341202,0.325322,0.333476,0.341202,2,2,8.154506e-03
2330,0.325182,0.333333,0.341484,0.325182,0.333333,0.341484,2,2,8.151008e-03
2331,0.325472,0.333190,0.341338,0.325472,0.333190,0.341338,0,0,8.147513e-03
2332,0.325761,0.333048,0.341192,0.325761,0.333048,0.341192,0,0,8.144021e-03
2333,0.326050,0.332905,0.341045,0.326050,0.332905,0.341045,0,0,8.140531e-03
2334,0.326338,0.332762,0.340899,0.326338,0.332762,0.340899,0,0,8.137045e-03
2335,0.326627,0.332620,0.340753,0.326627,0.332620,0.340753,0,0,8.133562e-03
2336,0.326915,0.332478,0.340608,0.326915,0.332478,0.340608,0,0,8.130081e-03
2337,0.327203,0.332335,0.340462,0.327203,0.332335,0.340462,0,0,8.126604e-03
2338,0.327490,0.332193,0.340316,0.327490,0.332193,0.340316,0,0,8.123130e-03
2339,0.327778,0.332051,0.340171,0.327778,0.332051,0.340171,0,0,8.119658e-03
2340,0.328065,0.331909,0.340026,0.328065,0.331909,0.340026,0,0,8.116190e-03
2341,0.328352,0.331768,0.339880,0.328352,0.331768,0.339880,0,0,8.112724e-03
2342,0.328638,0.331626,0.339735,0.328638,0.331626,0.339735,0,0,8.109262e-03
2343,0.328925,0.331485,0.339590,0.328925,0.331485,0.339590,0,0,8.105802e-03
2344,0.329211,0.331343,0.339446,0.329211,0.331343,0.339446,0,0,8.102345e-03
2345,0.329497,0.331202,0.339301,0.329497,0.331202,0.339301,0,0,8.098892e-03
2346,0.329783,0.331061,0.339156,0.329783,0.331061,0.339156,0,0,8.095441e-03
2347,0.330068,0.330920,0.339012,0.330068,0.330920,0.339012,0,0,8.091993e-03
2348,0.330353,0.330779,0.338868,0.330353,0.330779,0.338868,0,0,8.088548e-03
2349,0.330638,0.330638,0.338723,0.330638,0.330638,0.338723,0,0,8.085106e-03
2350,0.330923,0.330498,0.338579,0.330923,0.330498,0.338579,0,0,8.081667e-03
2351,0.331207,0.330357,0.338435,0.331207,0.330357,0.338435,0,0,8.078231e-03
2352,0.331492,0.330217,0.338292,0.331492,0.330217,0.338292,0,0,8.074798e-03
2353,0.331776,0.330076,0.338148,0.331776,0.330076,0.338148,0,0,8.071368e-03
2354,0.332059,0.329936,0.338004,0.332059,0.329936,0.338004,0,0,8.067941e-03
2355,0.332343,0.329796,0.337861,0.332343,0.329796,0.337861,0,0,8.064516e-03
2356,0.332626,0.329656,0.337717,0.332626,0.329656,0.337717,0,0,8.061095e-03
2357,0.332909,0.329517,0.337574,0.332909,0.329517,0.337574,0,0,8.057676e-03
2358,0.333192,0.329377,0.337431,0.333192,0.329377,0.337431,0,0,8.054260e-03
2359,0.333475,0.329237,0.337288,0.333475,0.329237,0.337288,0,0,8.050847e-03
2360,0.333757,0.329098,0.337145,0.333757,0.329098,0.337145,0,0,8.047438e-03
2361,0.334039,0.328959,0.337003,0.334039,0.328959,0.337003,0,0,8.044030e-03
2362,0.334321,0.328819,0.336860,0.334321,0.328819,0.336860,0,0,8.040626e-03
2363,0.334602,0.328680,0.336717,0.334602,0.328680,0.336717,0,0,8.037225e-03
2364,0.334884,0.328541,0.336575,0.334884,0.328541,0.336575,0,0,8.033827e-03
2365,0.335165,0.328402,0.336433,0.335165,0.328402,0.336433,0,0,8.030431e-03
2366,0.335446,0.328264,0.336291,0.335446,0.328264,0.336291,0,0,8.027038e-03
2367,0.335726,0.328125,0.336149,0.335726,0.328125,0.336149,0,0,8.023649e-03
2368,0.336007,0.327986,0.336007,0.336007,0.327986,0.336007,0,0,8.020262e-03
2369,0.336287,0.327848,0.335865,0.336287,0.327848,0.335865,0,0,8.016878e-03
2370,0.336567,0.327710,0.335723,0.336567,0.327710,0.335723,0,0,8.013496e-03
2371,0.336847,0.327572,0.335582,0.336847,0.327572,0.335582,0,0,8.010118e-03
2372,0.337126,0.327434,0.335440,0.337126,0.327434,0.335440,0,0,8.006743e-03
2373,0.337405,0.327296,0.335299,0.337405,0.327296,0.335299,0,0,8.003370e-03
2374,0.337684,0.327158,0.335158,0.337684,0.327158,0.335158,0,0,8.000000e-03
2375,0.337963,0.327020,0.335017,0.337963,0.327020,0.335017,0,0,7.996633e-03
2376,0.338241,0.326883,0.334876,0.338241,0.326883,0.334876,0,0,7.993269e-03
2377,0.338520,0.326745,0.334735,0.338520,0.326745,0.334735,0,0,7.989907e-03
2378,0.338798,0.326608,0.334594,0.338798,0.326608,0.334594,0,0,7.986549e-03
2379,0.339076,0.326471,0.334454,0.339076,0.326471,0.334454,0,0,7.983193e-03
2380,0.339353,0.326333,0.334313,0.339353,0.326333,0.334313,0,0,7.979840e-03
2381,0.339631,0.326196,0.334173,0.339631,0.326196,0.334173,0,0,7.976490e-03
2382,0.339908,0.326060,0.334033,0.339908,0.326060,0.334033,0,0,7.973143e-03
2383,0.340185,0.325923,0.333893,0.340185,0.325923,0.333893,0,0,7.969799e-03
2384,0.340461,0.325786,0.333753,0.340461,0.325786,0.333753,0,0,7.966457e-03
2385,0.340738,0.325650,0.333613,0.340738,0.325650,0.333613,0,0,7.963118e-03
2386,0.341014,0.325513,0.333473,0.341014,0.325513,0.333473,0,0,7.959782e-03
2387,0.341290,0.325377,0.333333,0.341290,0.325377,0.333333,0,0,7.956449e-03
2388,0.341147,0.325659,0.333194,0.341147,0.325659,0.333194,1,1,7.953118e-03
2389,0.341004,0.325941,0.333054,0.341004,0.325941,0.333054,1,1,7.949791e-03
2390,0.340862,0.326223,0.332915,0.340862,0.326223,0.332915,1,1,7.946466e-03
2391,0.340719,0.326505,0.332776,0.340719,0.326505,0.332776,1,1,7.943144e-03
2392,0.340577,0.326786,0.332637,0.340577,0.326786,0.332637,1,1,7.939824e-03
2393,0.340434,0.327068,0.332498,0.340434,0.327068,0.332498,1,1,7.936508e-03
2394,0.340292,0.327349,0.332359,0.340292,0.327349,0.332359,1,1,7.933194e-03
2395,0.340150,0.327629,0.332220,0.340150,0.327629,0.332220,1,1,7.929883e-03
2396,0.340008,0.327910,0.332082,0.340008,0.327910,0.332082,1,1,7.926575e-03
2397,0.339867,0.328190,0.331943,0.339867,0.328190,0.331943,1,1,7.923269e-03
2398,0.339725,0.328470,0.331805,0.339725,0.328470,0.331805,1,1,7.919967e-03
2399,0.339583,0.328750,0.331667,0.339583,0.328750,0.331667,1,1,7.916667e-03
2400,0.339442,0.329030,0.331529,0.339442,0.329030,0.331529,1,1,7.913369e-03
2401,0.339301,0.329309,0.331391,0.339301,0.329309,0.331391,1,1,7.910075e-03
2402,0.339159,0.329588,0.331253,0.339159,0.329588,0.331253,1,1,7.906783e-03
2403,0.339018,0.329867,0.331115,0.339018,0.329867,0.331115,1,1,7.903494e-03
2404,0.338877,0.330146,0.330977,0.338877,0.330146,0.330977,1,1,7.900208e-03
2405,0.338736,0.330424,0.330840,0.338736,0.330424,0.330840,1,1,7.896924e-03
2406,0.338596,0.330702,0.330702,0.338596,0.330702,0.330702,1,1,7.893644e-03
2407,0.338455,0.330980,0.330565,0.338455,0.330980,0.330565,1,1,7.890365e-03
2408,0.338315,0.331258,0.330428,0.338315,0.331258,0.330428,1,1,7.887090e-03
2409,0.338174,0.331535,0.330290,0.338174,0.331535,0.330290,1,1,7.883817e-03
2410,0.338034,0.331813,0.330153,0.338034,0.331813,0.330153,1,1,7.880547e-03
2411,0.337894,0.332090,0.330017,0.337894,0.332090,0.330017,1,1,7.877280e-03
2412,0.337754,0.332366,0.329880,0.337754,0.332366,0.329880,1,1,7.874016e-03
2413,0.337614,0.332643,0.329743,0.337614,0.332643,0.329743,1,1,7.870754e-03
2414,0.337474,0.332919,0.329607,0.337474,0.332919,0.329607,1,1,7.867495e-03
2415,0.337334,0.333195,0.329470,0.337334,0.333195,0.329470,1,1,7.864238e-03
2416,0.337195,0.333471,0.329334,0.337195,0.333471,0.329334,1,1,7.860985e-03
2417,0.337055,0.333747,0.329198,0.337055,0.333747,0.329198,1,1,7.857734e-03
2418,0.336916,0.334022,0.329062,0.336916,0.334022,0.329062,1,1,7.854485e-03
2419,0.336777,0.334298,0.328926,0.336777,0.334298,0.328926,1,1,7.851240e-03
2420,0.336638,0.334572,0.328790,0.336638,0.334572,0.328790,1,1,7.847997e-03
2421,0.336499,0.334847,0.328654,0.336499,0.334847,0.328654,1,1,7.844756e-03
2422,0.336360,0.335122,0.328518,0.336360,0.335122,0.328518,1,1,7.841519e-03
2423,0.336221,0.335396,0.328383,0.336221,0.335396,0.328383,1,1,7.838284e-03
2424,0.336082,0.335670,0.328247,0.336082,0.335670,0.328247,1,1,7.835052e-03
2425,0.335944,0.335944,0.328112,0.335944,0.335944,0.328112,1,1,7.831822e-03
2426,0.335806,0.336218,0.327977,0.335806,0.336218,0.327977,1,1,7.828595e-03
2427,0.335667,0.336491,0.327842,0.335667,0.336491,0.327842,1,1,7.825371e-03
2428,0.335529,0.336764,0.327707,0.335529,0.336764,0.327707,1,1,7.822149e-03
2429,0.335391,0.337037,0.327572,0.335391,0.337037,0.327572,1,1,7.818930e-03
2430,0.335253,0.337310,0.327437,0.335253,0.337310,0.327437,1,1,7.815714e-03
2431,0.335115,0.337582,0.327303,0.335115,0.337582,0.327303,1,1,7.812500e-03
2432,0.334977,0.337855,0.327168,0.334977,0.337855,0.327168,1,1,7.809289e-03
2433,0.334840,0.338127,0.327034,0.334840,0.338127,0.327034,1,1,7.806081e-03
2434,0.334702,0.338398,0.326899,0.334702,0.338398,0.326899,1,1,7.802875e-03
2435,0.334565,0.338670,0.326765,0.334565,0.338670,0.326765,1,1,7.799672e-03
2436,0.334428,0.338941,0.326631,0.334428,0.338941,0.326631,1,1,7.796471e-03
2437,0.334290,0.339212,0.326497,0.334290,0.339212,0.326497,1,1,7.793273e-03
2438,0.334153,0.339483,0.326363,0.334153,0.339483,0.326363,1,1,7.790078e-03
2439,0.334016,0.339754,0.326230,0.334016,0.339754,0.326230,1,1,7.786885e-03
2440,0.333880,0.340025,0.326096,0.333880,0.340025,0.326096,1,1,7.783695e-03
2441,0.333743,0.340295,0.325962,0.333743,0.340295,0.325962,1,1,7.780508e-03
2442,0.333606,0.340565,0.325829,0.333606,0.340565,0.325829,1,1,7.777323e-03
2443,0.333470,0.340835,0.325696,0.333470,0.340835,0.325696,1,1,7.774141e-03
2444,0.333333,0.341104,0.325562,0.333333,0.341104,0.325562,1,1,7.770961e-03
2445,0.333197,0.341374,0.325429,0.333197,0.341374,0.325429,1,1,8.176615e-03
2446,0.333061,0.341234,0.325705,0.333061,0.341234,0.325705,2,2,8.173273e-03
2447,0.332925,0.341095,0.325980,0.332925,0.341095,0.325980,2,2,8.169935e-03
2448,0.332789,0.340955,0.326256,0.332789,0.340955,0.326256,2,2,8.166599e-03
2449,0.332653,0.340816,0.326531,0.332653,0.340816,0.326531,2,2,8.163265e-03
2450,0.332517,0.340677,0.326805,0.332517,0.340677,0.326805,2,2,8.159935e-03
2451,0.332382,0.340538,0.327080,0.332382,0.340538,0.327080,2,2,8.156607e-03
2452,0.332246,0.340400,0.327354,0.332246,0.340400,0.327354,2,2,8.153282e-03
