iteration,p0_a1,p0_a2,p0_a3,p1_a1,p1_a2,p1_a3,br_p0,br_p1,full_exploitability
4445,0.167978,0.363841,0.468181,0.218125,0.247358,0.534518,2,0,0.143828
4446,0.167941,0.363759,0.468300,0.218300,0.247302,0.534397,2,0,0.143833
4447,0.167903,0.363677,0.468420,0.218476,0.247247,0.534277,2,0,0.143837
4448,0.167865,0.363596,0.468539,0.218652,0.247191,0.534157,2,0,0.143841
4449,0.167827,0.363514,0.468659,0.218827,0.247135,0.534037,2,0,0.143846
4450,0.167790,0.363432,0.468778,0.219003,0.247080,0.533917,2,0,0.143850
4451,0.167752,0.363351,0.468897,0.219178,0.247024,0.533797,2,0,0.143854
4452,0.167714,0.363269,0.469017,0.219353,0.246969,0.533678,2,0,0.143858
4453,0.167677,0.363187,0.469136,0.219529,0.246914,0.533558,2,0,0.143862
4454,0.167639,0.363106,0.469255,0.219704,0.246858,0.533438,2,0,0.143867
4455,0.167602,0.363024,0.469374,0.219879,0.246803,0.533318,2,0,0.143871
4456,0.167564,0.362943,0.469493,0.220054,0.246747,0.533199,2,0,0.143875
4457,0.167526,0.362862,0.469612,0.220229,0.246692,0.533079,2,0,0.143879
4458,0.167489,0.362780,0.469731,0.220404,0.246637,0.532960,2,0,0.143883
4459,0.167451,0.362699,0.469850,0.220578,0.246581,0.532840,2,0,0.143887
4460,0.167414,0.362618,0.469969,0.220753,0.246526,0.532721,2,0,0.143891
4461,0.167376,0.362536,0.470087,0.220928,0.246471,0.532601,2,0,0.143895
4462,0.167339,0.362455,0.470206,0.221102,0.246416,0.532482,2,0,0.143899
4463,0.167301,0.362374,0.470325,0.221277,0.246361,0.532363,2,0,0.143903
4464,0.167264,0.362293,0.470443,0.221451,0.246305,0.532244,2,0,0.143907
4465,0.167226,0.362212,0.470562,0.221625,0.246250,0.532124,2,0,0.143911
4466,0.167189,0.362131,0.470680,0.221799,0.246195,0.532005,2,0,0.143915
4467,0.167151,0.362050,0.470799,0.221974,0.246140,0.531886,2,0,0.143919
4468,0.167114,0.361969,0.470917,0.222148,0.246085,0.531767,2,0,0.143923
4469,0.167077,0.361888,0.471036,0.222322,0.246030,0.531648,2,0,0.143927
4470,0.167039,0.361807,0.471154,0.222496,0.245975,0.531530,2,0,0.143931
4471,0.167002,0.361726,0.471272,0.222669,0.245920,0.531411,2,0,0.143935
4472,0.166965,0.361645,0.471390,0.222843,0.245865,0.531292,2,0,0.143939
4473,0.166927,0.361564,0.471508,0.223017,0.245810,0.531173,2,0,0.143943
4474,0.166890,0.361483,0.471626,0.223190,0.245755,0.531055,2,0,0.143946
4475,0.166853,0.361403,0.471744,0.223364,0.245700,0.530936,2,0,0.143950
4476,0.166816,0.361322,0.471862,0.223537,0.245645,0.530817,2,0,0.143954
4477,0.166778,0.361241,0.471980,0.223711,0.245591,0.530699,2,0,0.143958
4478,0.166741,0.361161,0.472098,0.223884,0.245536,0.530580,2,0,0.143962
4479,0.166704,0.361080,0.472216,0.224057,0.245481,0.530462,2,0,0.143965
4480,0.166667,0.361000,0.472334,0.224230,0.245426,0.530344,2,0,0.143969
4481,0.166629,0.360919,0.472451,0.224403,0.245371,0.530225,2,0,0.143973
4482,0.166592,0.360839,0.472569,0.224576,0.245317,0.530107,2,0,0.143976
4483,0.166555,0.360758,0.472687,0.224749,0.245262,0.529989,2,0,0.143980
4484,0.166518,0.360678,0.472804,0.224922,0.245207,0.529871,2,0,0.143984
4485,0.166481,0.360597,0.472922,0.225095,0.245153,0.529753,2,0,0.143987
4486,0.166444,0.360517,0.473039,0.225267,0.245098,0.529635,2,0,0.143991
4487,0.166407,0.360437,0.473157,0.225440,0.245043,0.529517,2,0,0.143995
4488,0.166370,0.360356,0.473274,0.225612,0.244989,0.529399,2,0,0.143998
4489,0.166333,0.360276,0.473391,0.225785,0.244934,0.529281,2,0,0.144002
4490,0.166296,0.360196,0.473508,0.225957,0.244880,0.529163,2,0,0.144005
4491,0.166259,0.360116,0.473626,0.226130,0.244825,0.529045,2,0,0.144009
4492,0.166222,0.360036,0.473743,0.226302,0.244771,0.528927,2,0,0.144012
4493,0.166185,0.359956,0.473860,0.226474,0.244716,0.528810,2,0,0.144016
4494,0.166148,0.359875,0.473977,0.226646,0.244662,0.528692,2,0,0.144019
4495,0.166111,0.359795,0.474094,0.226818,0.244608,0.528575,2,0,0.144023
4496,0.166074,0.359715,0.474211,0.226990,0.244553,0.528457,2,0,0.144026
4497,0.166037,0.359635,0.474328,0.227162,0.244499,0.528340,2,0,0.144030
4498,0.166000,0.359556,0.474444,0.227333,0.244444,0.528222,2,0,0.144033
4499,0.165963,0.359476,0.474561,0.227505,0.244390,0.528105,2,0,0.144036
4500,0.165926,0.359396,0.474678,0.227677,0.244336,0.527988,2,0,0.144040
4501,0.165889,0.359316,0.474795,0.227848,0.244282,0.527870,2,0,0.144043
4502,0.165853,0.359236,0.474911,0.228020,0.244227,0.527753,2,0,0.144046
4503,0.165816,0.359156,0.475028,0.228191,0.244173,0.527636,2,0,0.144050
4504,0.165779,0.359077,0.475144,0.228362,0.244119,0.527519,2,0,0.144053
4505,0.165742,0.358997,0.475261,0.228533,0.244065,0.527402,2,0,0.144056
4506,0.165705,0.358917,0.475377,0.228705,0.244011,0.527285,2,0,0.144060
4507,0.165669,0.358838,0.475493,0.228876,0.243957,0.527168,2,0,0.144063
4508,0.165632,0.358758,0.475610,0.229047,0.243902,0.527051,2,0,0.144066
4509,0.165595,0.358679,0.475726,0.229217,0.243848,0.526934,2,0,0.144069
4510,0.165559,0.358599,0.475842,0.229388,0.243794,0.526817,2,0,0.144072
4511,0.165522,0.358520,0.475958,0.229559,0.243740,0.526701,2,0,0.144076
4512,0.165485,0.358440,0.476074,0.229730,0.243686,0.526584,2,0,0.144079
4513,0.165449,0.358361,0.476190,0.229900,0.243632,0.526467,2,0,0.144082
4514,0.165412,0.358282,0.476306,0.230071,0.243578,0.526351,2,0,0.144085
4515,0.165375,0.358202,0.476422,0.230241,0.243524,0.526234,2,0,0.144088
4516,0.165339,0.358123,0.476538,0.230412,0.243471,0.526118,2,0,0.144091
4517,0.165302,0.358044,0.476654,0.230582,0.243417,0.526001,2,0,0.144094
4518,0.165265,0.357965,0.476770,0.230752,0.243363,0.525885,2,0,0.144097
4519,0.165229,0.357885,0.476886,0.230922,0.243309,0.525769,2,0,0.144100
4520,0.165192,0.357806,0.477001,0.231092,0.243255,0.525652,2,0,0.144103
4521,0.165156,0.357727,0.477117,0.231262,0.243201,0.525536,2,0,0.144106
4522,0.165119,0.357648,0.477233,0.231432,0.243148,0.525420,2,0,0.144109
4523,0.165083,0.357569,0.477348,0.231602,0.243094,0.525304,2,0,0.144112
4524,0.165046,0.357490,0.477464,0.231772,0.243040,0.525188,2,0,0.144115
4525,0.165010,0.357411,0.477579,0.231942,0.242987,0.525072,2,0,0.144118
4526,0.164973,0.357332,0.477694,0.232111,0.242933,0.524956,2,0,0.144121
4527,0.164937,0.357253,0.477810,0.232281,0.242879,0.524840,2,0,0.144124
4528,0.164901,0.357174,0.477925,0.232450,0.242826,0.524724,2,0,0.144127
4529,0.164864,0.357096,0.478040,0.232620,0.242772,0.524608,2,0,0.144130
4530,0.164828,0.357017,0.478155,0.232789,0.242718,0.524492,2,0,0.144133
4531,0.164792,0.356938,0.478270,0.232958,0.242665,0.524377,2,0,0.144136
4532,0.164755,0.356859,0.478386,0.233127,0.242611,0.524261,2,0,0.144138
4533,0.164719,0.356781,0.478501,0.233297,0.242558,0.524146,2,0,0.144141
4534,0.164683,0.356702,0.478616,0.233466,0.242504,0.524030,2,0,0.144144
4535,0.164646,0.356623,0.478730,0.233635,0.242451,0.523914,2,0,0.144147
4536,0.164610,0.356545,0.478845,0.233803,0.242398,0.523799,2,0,0.144150
4537,0.164574,0.356466,0.478960,0.233972,0.242344,0.523684,2,0,0.144152
4538,0.164537,0.356388,0.479075,0.234141,0.242291,0.523568,2,0,0.144155
4539,0.164501,0.356309,0.479190,0.234310,0.242237,0.523453,2,0,0.144158
4540,0.164465,0.356231,0.479304,0.234478,0.242184,0.523338,2,0,0.144160
4541,0.164429,0.356152,0.479419,0.234647,0.242131,0.523223,2,0,0.144163
4542,0.164393,0.356074,0.479533,0.234815,0.242077,0.523107,2,0,0.144166
4543,0.164356,0.355996,0.479648,0.234983,0.242024,0.522992,2,0,0.144168
4544,0.164320,0.355917,0.479762,0.235152,0.241971,0.522877,2,0,0.144171
4545,0.164284,0.355839,0.479877,0.235320,0.241918,0.522762,2,0,0.144174
4546,0.164248,0.355761,0.479991,0.235488,0.241865,0.522647,2,0,0.144176
4547,0.164212,0.355683,0.480106,0.235656,0.241811,0.522532,2,0,0.144179
4548,0.164176,0.355604,0.480220,0.235824,0.241758,0.522418,2,0,0.144181
4549,0.164140,0.355526,0.480334,0.235992,0.241705,0.522303,2,0,0.144184
4550,0.164104,0.355448,0.480448,0.236160,0.241652,0.522188,2,0,0.144187
4551,0.164068,0.355370,0.480562,0.236328,0.241599,0.522073,2,0,0.144189
4552,0.164032,0.355292,0.480676,0.236495,0.241546,0.521959,2,0,0.144192
4553,0.163996,0.355214,0.480790,0.236663,0.241493,0.521844,2,0,0.144194
4554,0.163960,0.355136,0.480904,0.236831,0.241440,0.521730,2,0,0.144197
4555,0.163924,0.355058,0.481018,0.236998,0.241387,0.521615,2,0,0.144199
4556,0.163888,0.354980,0.481132,0.237165,0.241334,0.521501,2,0,0.144201
4557,0.163852,0.354902,0.481246,0.237333,0.241281,0.521386,2,0,0.144204
4558,0.163816,0.354825,0.481360,0.237500,0.241228,0.521272,2,0,0.144206
4559,0.163780,0.354747,0.481473,0.237667,0.241175,0.521158,2,0,0.144209
4560,0.163744,0.354669,0.481587,0.237834,0.241122,0.521043,2,0,0.144211
4561,0.163708,0.354591,0.481701,0.238001,0.241069,0.520929,2,0,0.144213
4562,0.163672,0.354514,0.481814,0.238168,0.241017,0.520815,2,0,0.144216
4563,0.163636,0.354436,0.481928,0.238335,0.240964,0.520701,2,0,0.144218
4564,0.163601,0.354358,0.482041,0.238502,0.240911,0.520587,2,0,0.144220
4565,0.163565,0.354281,0.482155,0.238669,0.240858,0.520473,2,0,0.144223
4566,0.163529,0.354203,0.482268,0.238835,0.240806,0.520359,2,0,0.144225
4567,0.163493,0.354126,0.482381,0.239002,0.240753,0.520245,2,0,0.144227
4568,0.163457,0.354048,0.482495,0.239168,0.240700,0.520131,2,0,0.144229
4569,0.163422,0.353971,0.482608,0.239335,0.240648,0.520018,2,0,0.144232
4570,0.163386,0.353893,0.482721,0.239501,0.240595,0.519904,2,0,0.144234
4571,0.163350,0.353816,0.482834,0.239668,0.240542,0.519790,2,0,0.144236
4572,0.163314,0.353739,0.482947,0.239834,0.240490,0.519676,2,0,0.144238
4573,0.163279,0.353661,0.483060,0.240000,0.240437,0.519563,2,0,0.144240
4574,0.163243,0.353584,0.483173,0.240166,0.240385,0.519449,2,0,0.144243
4575,0.163207,0.353507,0.483286,0.240332,0.240332,0.519336,2,0,0.144245
4576,0.163172,0.353429,0.483399,0.240498,0.240280,0.519222,2,0,0.144247
4577,0.163136,0.353352,0.483512,0.240664,0.240227,0.519109,2,0,0.144249
4578,0.163100,0.353275,0.483624,0.240830,0.240175,0.518996,2,0,0.144251
4579,0.163065,0.353198,0.483737,0.240995,0.240122,0.518882,2,0,0.144253
4580,0.163029,0.353121,0.483850,0.241161,0.240070,0.518769,2,0,0.144255
4581,0.162994,0.353044,0.483962,0.241327,0.240017,0.518656,2,0,0.144257
4582,0.162958,0.352967,0.484075,0.241492,0.239965,0.518543,2,0,0.144259
4583,0.162923,0.352890,0.484188,0.241658,0.239913,0.518430,2,0,0.144261
4584,0.162887,0.352813,0.484300,0.241823,0.239860,0.518317,2,0,0.144263
4585,0.162852,0.352736,0.484412,0.241988,0.239808,0.518204,2,0,0.144265
4586,0.162816,0.352659,0.484525,0.242153,0.239756,0.518091,2,0,0.144267
4587,0.162781,0.352582,0.484637,0.242319,0.239704,0.517978,2,0,0.144269
4588,0.162745,0.352505,0.484749,0.242484,0.239651,0.517865,2,0,0.144271
4589,0.162710,0.352429,0.484862,0.242649,0.239599,0.517752,2,0,0.144273
4590,0.162674,0.352352,0.484974,0.242814,0.239547,0.517639,2,0,0.144275
4591,0.162639,0.352275,0.485086,0.242978,0.239495,0.517527,2,0,0.144277
4592,0.162603,0.352199,0.485198,0.243143,0.239443,0.517414,2,0,0.144279
4593,0.162568,0.352122,0.485310,0.243308,0.239391,0.517301,2,0,0.144280
4594,0.162533,0.352045,0.485422,0.243473,0.239339,0.517189,2,0,0.144282
4595,0.162497,0.351969,0.485534,0.243637,0.239286,0.517076,2,0,0.144284
4596,0.162462,0.351892,0.485646,0.243802,0.239234,0.516964,2,0,0.144286
4597,0.162427,0.351816,0.485758,0.243966,0.239182,0.516851,2,0,0.144288
4598,0.162391,0.351739,0.485870,0.244130,0.239130,0.516739,2,0,0.144290
4599,0.162356,0.351663,0.485981,0.244295,0.239078,0.516627,2,0,0.144291
4600,0.162321,0.351586,0.486093,0.244459,0.239027,0.516515,2,0,0.144293
4601,0.162285,0.351510,0.486205,0.244623,0.238975,0.516402,2,0,0.144295
4602,0.162250,0.351434,0.486316,0.244787,0.238923,0.516290,2,0,0.144297
4603,0.162215,0.351357,0.486428,0.244951,0.238871,0.516178,2,0,0.144298
4604,0.162180,0.351281,0.486539,0.245115,0.238819,0.516066,2,0,0.144300
4605,0.162145,0.351205,0.486651,0.245279,0.238767,0.515954,2,0,0.144302
4606,0.162109,0.351128,0.486762,0.245443,0.238715,0.515842,2,0,0.144303
4607,0.162074,0.351052,0.486874,0.245606,0.238663,0.515730,2,0,0.144305
4608,0.162039,0.350976,0.486985,0.245770,0.238612,0.515618,2,0,0.144307
4609,0.162004,0.350900,0.487096,0.245934,0.238560,0.515506,2,0,0.144308
4610,0.161969,0.350824,0.487207,0.246097,0.238508,0.515395,2,0,0.144310
4611,0.161934,0.350748,0.487318,0.246261,0.238457,0.515283,2,0,0.144311
4612,0.161899,0.350672,0.487430,0.246424,0.238405,0.515171,2,0,0.144313
4613,0.161863,0.350596,0.487541,0.246587,0.238353,0.515060,2,0,0.144314
4614,0.161828,0.350520,0.487652,0.246750,0.238302,0.514948,2,0,0.144316
4615,0.161793,0.350444,0.487763,0.246914,0.238250,0.514836,2,0,0.144318
4616,0.161758,0.350368,0.487874,0.247077,0.238198,0.514725,2,0,0.144319
4617,0.161723,0.350292,0.487984,0.247240,0.238147,0.514614,2,0,0.144321
4618,0.161688,0.350216,0.488095,0.247403,0.238095,0.514502,2,0,0.144322
4619,0.161653,0.350141,0.488206,0.247565,0.238044,0.514391,2,0,0.144323
4620,0.161618,0.350065,0.488317,0.247728,0.237992,0.514280,2,0,0.144325
4621,0.161583,0.349989,0.488427,0.247891,0.237941,0.514168,2,0,0.144326
4622,0.161548,0.349913,0.488538,0.248054,0.237889,0.514057,2,0,0.144328
4623,0.161514,0.349838,0.488649,0.248216,0.237838,0.513946,2,0,0.144329
4624,0.161479,0.349762,0.488759,0.248379,0.237786,0.513835,2,0,0.144331
4625,0.161444,0.349687,0.488870,0.248541,0.237735,0.513724,2,0,0.144332
4626,0.161409,0.349611,0.488980,0.248704,0.237684,0.513613,2,0,0.144333
4627,0.161374,0.349536,0.489091,0.248866,0.237632,0.513502,2,0,0.144335
4628,0.161339,0.349460,0.489201,0.249028,0.237581,0.513391,2,0,0.144336
4629,0.161304,0.349385,0.489311,0.249190,0.237530,0.513280,2,0,0.144337
4630,0.161269,0.349309,0.489421,0.249352,0.237478,0.513169,2,0,0.144339
4631,0.161235,0.349234,0.489532,0.249514,0.237427,0.513058,2,0,0.144340
4632,0.161200,0.349158,0.489642,0.249676,0.237376,0.512948,2,0,0.144341
4633,0.161165,0.349083,0.489752,0.249838,0.237325,0.512837,2,0,0.144342
4634,0.161130,0.349008,0.489862,0.250000,0.237274,0.512726,2,0,0.144344
4635,0.161096,0.348932,0.489972,0.250162,0.237222,0.512616,2,0,0.144345
4636,0.161061,0.348857,0.490082,0.250323,0.237171,0.512505,2,0,0.144346
4637,0.161026,0.348782,0.490192,0.250485,0.237120,0.512395,2,0,0.144347
4638,0.160991,0.348707,0.490302,0.250647,0.237069,0.512284,2,0,0.144349
4639,0.160957,0.348632,0.490412,0.250808,0.237018,0.512174,2,0,0.144350
4640,0.160922,0.348557,0.490521,0.250969,0.236967,0.512064,2,0,0.144351
4641,0.160887,0.348482,0.490631,0.251131,0.236916,0.511953,2,0,0.144352
4642,0.160853,0.348407,0.490741,0.251292,0.236865,0.511843,2,0,0.144353
4643,0.160818,0.348332,0.490850,0.251453,0.236814,0.511733,2,0,0.144354
4644,0.160783,0.348257,0.490960,0.251614,0.236763,0.511623,2,0,0.144355
4645,0.160749,0.348182,0.491070,0.251775,0.236712,0.511513,2,0,0.144356
4646,0.160714,0.348107,0.491179,0.251936,0.236661,0.511403,2,0,0.144358
4647,0.160680,0.348032,0.491288,0.252097,0.236610,0.511293,2,0,0.144359
4648,0.160645,0.347957,0.491398,0.252258,0.236559,0.511183,2,0,0.144360
4649,0.160611,0.347882,0.491507,0.252419,0.236508,0.511073,2,0,0.144361
4650,0.160576,0.347807,0.491617,0.252580,0.236457,0.510963,2,0,0.144362
4651,0.160542,0.347733,0.491726,0.252740,0.236407,0.510853,2,0,0.144363
4652,0.160507,0.347658,0.491835,0.252901,0.236356,0.510743,2,0,0.144364
4653,0.160473,0.347583,0.491944,0.253061,0.236305,0.510634,2,0,0.144365
4654,0.160438,0.347509,0.492053,0.253222,0.236254,0.510524,2,0,0.144366
4655,0.160404,0.347434,0.492162,0.253382,0.236204,0.510414,2,0,0.144367
4656,0.160369,0.347359,0.492271,0.253542,0.236153,0.510305,2,0,0.144368
4657,0.160335,0.347285,0.492380,0.253703,0.236102,0.510195,2,0,0.144368
4658,0.160300,0.347210,0.492489,0.253863,0.236052,0.510086,2,0,0.144369
4659,0.160266,0.347136,0.492598,0.254023,0.236001,0.509976,2,0,0.144370
4660,0.160232,0.347061,0.492707,0.254183,0.235950,0.509867,2,0,0.144371
4661,0.160197,0.346987,0.492816,0.254343,0.235900,0.509758,2,0,0.144372
4662,0.160163,0.346913,0.492925,0.254503,0.235849,0.509648,2,0,0.144373
4663,0.160129,0.346838,0.493033,0.254662,0.235798,0.509539,2,0,0.144374
4664,0.160094,0.346764,0.493142,0.254822,0.235748,0.509430,2,0,0.144374
4665,0.160060,0.346690,0.493250,0.254982,0.235697,0.509321,2,0,0.144375
4666,0.160026,0.346615,0.493359,0.255141,0.235647,0.509212,2,0,0.144376
4667,0.159991,0.346541,0.493468,0.255301,0.235596,0.509103,2,0,0.144377
4668,0.159957,0.346467,0.493576,0.255460,0.235546,0.508994,2,0,0.144378
4669,0.159923,0.346393,0.493684,0.255620,0.235496,0.508885,2,0,0.144378
4670,0.159889,0.346318,0.493793,0.255779,0.235445,0.508776,2,0,0.144379
4671,0.159854,0.346244,0.493901,0.255938,0.235395,0.508667,2,0,0.144380
4672,0.159820,0.346170,0.494009,0.256098,0.235344,0.508558,2,0,0.144381
4673,0.159786,0.346096,0.494118,0.256257,0.235294,0.508449,2,0,0.144381
4674,0.159752,0.346022,0.494226,0.256416,0.235244,0.508340,2,0,0.144382
4675,0.159718,0.345948,0.494334,0.256575,0.235194,0.508232,2,0,0.144383
4676,0.159684,0.345874,0.494442,0.256734,0.235143,0.508123,2,0,0.144383
4677,0.159649,0.345800,0.494550,0.256892,0.235093,0.508015,2,0,0.144384
4678,0.159615,0.345726,0.494658,0.257051,0.235043,0.507906,2,0,0.144384
4679,0.159581,0.345653,0.494766,0.257210,0.234993,0.507797,2,0,0.144385
4680,0.159547,0.345579,0.494874,0.257369,0.234942,0.507689,2,0,0.144386
4681,0.159513,0.345505,0.494982,0.257527,0.234892,0.507581,2,0,0.144386
4682,0.159479,0.345431,0.495090,0.257686,0.234842,0.507472,2,0,0.144387
4683,0.159445,0.345358,0.495197,0.257844,0.234792,0.507364,2,0,0.144387
4684,0.159411,0.345284,0.495305,0.258003,0.234742,0.507256,2,0,0.144388
4685,0.159377,0.345210,0.495413,0.258161,0.234692,0.507147,2,0,0.144388
4686,0.159343,0.345137,0.495520,0.258319,0.234642,0.507039,2,0,0.144389
4687,0.159309,0.345063,0.495628,0.258477,0.234592,0.506931,2,0,0.144389
4688,0.159275,0.344989,0.495736,0.258635,0.234542,0.506823,2,0,0.144390
4689,0.159241,0.344916,0.495843,0.258793,0.234492,0.506715,2,0,0.144390
4690,0.159207,0.344842,0.495951,0.258951,0.234442,0.506607,2,0,0.144391
4691,0.159173,0.344769,0.496058,0.259109,0.234392,0.506499,2,0,0.144391
4692,0.159139,0.344695,0.496165,0.259267,0.234342,0.506391,2,0,0.144392
4693,0.159105,0.344622,0.496273,0.259425,0.234292,0.506283,2,0,0.144392
4694,0.159072,0.344549,0.496380,0.259583,0.234242,0.506175,2,0,0.144393
4695,0.159038,0.344475,0.496487,0.259740,0.234192,0.506068,2,0,0.144393
4696,0.159004,0.344402,0.496594,0.259898,0.234142,0.505960,2,0,0.144393
4697,0.158970,0.344329,0.496701,0.260055,0.234092,0.505852,2,0,0.144394
4698,0.158936,0.344255,0.496809,0.260213,0.234043,0.505745,2,0,0.144394
4699,0.158902,0.344182,0.496916,0.260370,0.233993,0.505637,2,0,0.144394
4700,0.158869,0.344109,0.497023,0.260527,0.233943,0.505530,2,0,0.144395
4701,0.158835,0.344036,0.497129,0.260685,0.233893,0.505422,2,0,0.144395
4702,0.158801,0.343963,0.497236,0.260842,0.233844,0.505315,2,0,0.144395
4703,0.158767,0.343889,0.497343,0.260999,0.233794,0.505207,2,0,0.144396
4704,0.158734,0.343816,0.497450,0.261156,0.233744,0.505100,2,0,0.144396
4705,0.158700,0.343743,0.497557,0.261313,0.233694,0.504993,2,0,0.144396
4706,0.158666,0.343670,0.497664,0.261470,0.233645,0.504885,2,0,0.144396
4707,0.158632,0.343597,0.497770,0.261627,0.233595,0.504778,2,0,0.144397
4708,0.158599,0.343524,0.497877,0.261783,0.233546,0.504671,2,0,0.144397
4709,0.158565,0.343451,0.497983,0.261940,0.233496,0.504564,2,0,0.144397
4710,0.158531,0.343379,0.498090,0.262097,0.233447,0.504457,2,0,0.144397
4711,0.158498,0.343306,0.498196,0.262253,0.233397,0.504350,2,0,0.144398
4712,0.158464,0.343233,0.498303,0.262410,0.233347,0.504243,2,0,0.144398
4713,0.158431,0.343160,0.498409,0.262566,0.233298,0.504136,2,0,0.144398
4714,0.158397,0.343087,0.498516,0.262723,0.233249,0.504029,2,0,0.144398
4715,0.158363,0.343015,0.498622,0.262879,0.233199,0.503922,2,0,0.144398
4716,0.158330,0.342942,0.498728,0.263035,0.233150,0.503815,2,0,0.144398
4717,0.158296,0.342869,0.498834,0.263191,0.233100,0.503708,2,0,0.144398
4718,0.158263,0.342797,0.498941,0.263347,0.233051,0.503602,2,0,0.144398
4719,0.158229,0.342724,0.499047,0.263503,0.233001,0.503495,2,0,0.144399
4720,0.158196,0.342651,0.499153,0.263659,0.232952,0.503388,2,0,0.144399
4721,0.158162,0.342579,0.499259,0.263815,0.232903,0.503282,2,0,0.144399
4722,0.158129,0.342506,0.499365,0.263971,0.232854,0.503175,2,0,0.144399
4723,0.158095,0.342434,0.499471,0.264127,0.232804,0.503069,2,0,0.144399
4724,0.158062,0.342361,0.499577,0.264283,0.232755,0.502962,2,0,0.144399
4725,0.158028,0.342289,0.499683,0.264438,0.232706,0.502856,2,0,0.144399
4726,0.157995,0.342217,0.499788,0.264594,0.232657,0.502750,2,0,0.144399
4727,0.157962,0.342144,0.499894,0.264749,0.232607,0.502643,2,0,0.144399
4728,0.157928,0.342072,0.500000,0.264905,0.232558,0.502537,2,0,0.144399
4729,0.157895,0.342000,0.500106,0.265060,0.232509,0.502431,2,0,0.144399
4730,0.157861,0.341927,0.500211,0.265216,0.232460,0.502325,2,0,0.144399
