iteration,p0_a1,p0_a2,p0_a3,p1_a1,p1_a2,p1_a3,br_p0,br_p1,full_exploitability
2810,0.265647,0.575391,0.158962,0.179943,0.391181,0.428876,2,2,0.141959
2811,0.265553,0.575187,0.159261,0.179879,0.391042,0.429079,2,2,0.141975
2812,0.265458,0.574982,0.159559,0.179815,0.390903,0.429282,2,2,0.141992
2813,0.265364,0.574778,0.159858,0.179751,0.390764,0.429485,2,2,0.142008
2814,0.265270,0.574574,0.160156,0.179688,0.390625,0.429688,2,2,0.142025
2815,0.265176,0.574370,0.160454,0.179624,0.390486,0.429890,2,2,0.142041
2816,0.265082,0.574166,0.160752,0.179560,0.390348,0.430092,2,2,0.142057
2817,0.264988,0.573962,0.161050,0.179496,0.390209,0.430294,2,2,0.142073
2818,0.264894,0.573759,0.161348,0.179433,0.390071,0.430496,2,2,0.142090
2819,0.264800,0.573555,0.161645,0.179369,0.389933,0.430698,2,2,0.142106
2820,0.264706,0.573352,0.161942,0.179305,0.389794,0.430900,2,2,0.142122
2821,0.264612,0.573149,0.162239,0.179242,0.389656,0.431102,2,2,0.142138
2822,0.264518,0.572946,0.162535,0.179178,0.389518,0.431303,2,2,0.142154
2823,0.264425,0.572743,0.162832,0.179115,0.389381,0.431504,2,2,0.142169
2824,0.264331,0.572541,0.163128,0.179052,0.389243,0.431706,2,2,0.142185
2825,0.264238,0.572338,0.163424,0.178988,0.389105,0.431907,2,2,0.142201
2826,0.264144,0.572136,0.163720,0.178925,0.388967,0.432107,2,2,0.142217
2827,0.264051,0.571934,0.164016,0.178862,0.388830,0.432308,2,2,0.142232
2828,0.263958,0.571731,0.164311,0.178799,0.388693,0.432509,2,2,0.142248
2829,0.263864,0.571529,0.164606,0.178735,0.388555,0.432709,2,2,0.142263
2830,0.263771,0.571328,0.164901,0.178672,0.388418,0.432910,2,2,0.142279
2831,0.263678,0.571126,0.165196,0.178609,0.388281,0.433110,2,2,0.142294
2832,0.263585,0.570924,0.165490,0.178546,0.388144,0.433310,2,2,0.142309
2833,0.263492,0.570723,0.165785,0.178483,0.388007,0.433510,2,2,0.142325
2834,0.263399,0.570522,0.166079,0.178420,0.387870,0.433709,2,2,0.142340
2835,0.263306,0.570321,0.166373,0.178357,0.387734,0.433909,2,2,0.142355
2836,0.263214,0.570120,0.166667,0.178295,0.387597,0.434109,2,2,0.142370
2837,0.263121,0.569919,0.166960,0.178232,0.387460,0.434308,2,2,0.142385
2838,0.263028,0.569718,0.167254,0.178169,0.387324,0.434507,2,2,0.142400
2839,0.262936,0.569518,0.167547,0.178106,0.387188,0.434706,2,2,0.142415
2840,0.262843,0.569317,0.167840,0.178044,0.387051,0.434905,2,2,0.142430
2841,0.262751,0.569117,0.168132,0.177981,0.386915,0.435104,2,2,0.142445
2842,0.262658,0.568917,0.168425,0.177918,0.386779,0.435302,2,2,0.142460
2843,0.262566,0.568717,0.168717,0.177856,0.386643,0.435501,2,2,0.142474
2844,0.262474,0.568517,0.169009,0.177793,0.386507,0.435699,2,2,0.142489
2845,0.262381,0.568318,0.169301,0.177731,0.386372,0.435897,2,2,0.142504
2846,0.262289,0.568118,0.169593,0.177669,0.386236,0.436096,2,2,0.142518
2847,0.262197,0.567919,0.169884,0.177606,0.386100,0.436293,2,2,0.142533
2848,0.262105,0.567719,0.170175,0.177544,0.385965,0.436491,2,2,0.142547
2849,0.262013,0.567520,0.170467,0.177482,0.385830,0.436689,2,2,0.142561
2850,0.261921,0.567321,0.170757,0.177419,0.385694,0.436886,2,2,0.142576
2851,0.261830,0.567122,0.171048,0.177357,0.385559,0.437084,2,2,0.142590
2852,0.261738,0.566924,0.171338,0.177295,0.385424,0.437281,2,2,0.142604
2853,0.261646,0.566725,0.171629,0.177233,0.385289,0.437478,2,2,0.142618
2854,0.261555,0.566527,0.171919,0.177171,0.385154,0.437675,2,2,0.142632
2855,0.261463,0.566328,0.172209,0.177109,0.385019,0.437872,2,2,0.142646
2856,0.261372,0.566130,0.172498,0.177047,0.384885,0.438069,2,2,0.142660
2857,0.261280,0.565932,0.172788,0.176985,0.384750,0.438265,2,2,0.142674
2858,0.261189,0.565734,0.173077,0.176923,0.384615,0.438462,2,2,0.142688
2859,0.261098,0.565537,0.173366,0.176861,0.384481,0.438658,2,2,0.142702
2860,0.261006,0.565339,0.173655,0.176799,0.384347,0.438854,2,2,0.142716
2861,0.260915,0.565141,0.173943,0.176738,0.384212,0.439050,2,2,0.142730
2862,0.260824,0.564944,0.174232,0.176676,0.384078,0.439246,2,2,0.142743
2863,0.260733,0.564747,0.174520,0.176614,0.383944,0.439442,2,2,0.142757
2864,0.260642,0.564550,0.174808,0.176553,0.383810,0.439637,2,2,0.142770
2865,0.260551,0.564353,0.175096,0.176491,0.383676,0.439833,2,2,0.142784
2866,0.260460,0.564156,0.175384,0.176430,0.383543,0.440028,2,2,0.142797
2867,0.260369,0.563960,0.175671,0.176368,0.383409,0.440223,2,2,0.142811
2868,0.260279,0.563763,0.175958,0.176307,0.383275,0.440418,2,2,0.142824
2869,0.260188,0.563567,0.176245,0.176245,0.383142,0.440613,2,2,0.142837
2870,0.260097,0.563370,0.176532,0.176184,0.383008,0.440808,2,2,0.142851
2871,0.260007,0.563174,0.176819,0.176123,0.382875,0.441002,2,2,0.142864
2872,0.259916,0.562978,0.177105,0.176061,0.382742,0.441197,2,2,0.142877
2873,0.259826,0.562783,0.177391,0.176000,0.382609,0.441391,2,2,0.142890
2874,0.259736,0.562587,0.177677,0.175939,0.382476,0.441586,2,2,0.142903
2875,0.259645,0.562391,0.177963,0.175878,0.382343,0.441780,2,2,0.142916
2876,0.259555,0.562196,0.178249,0.175817,0.382210,0.441974,2,2,0.142929
2877,0.259465,0.562001,0.178534,0.175755,0.382077,0.442167,2,2,0.142942
2878,0.259375,0.561806,0.178819,0.175694,0.381944,0.442361,2,2,0.142955
2879,0.259285,0.561611,0.179104,0.175633,0.381812,0.442555,2,2,0.142967
2880,0.259195,0.561416,0.179389,0.175573,0.381679,0.442748,2,2,0.142980
2881,0.259105,0.561221,0.179674,0.175512,0.381547,0.442941,2,2,0.142993
2882,0.259015,0.561026,0.179958,0.175451,0.381415,0.443135,2,2,0.143005
2883,0.258925,0.560832,0.180243,0.175390,0.381282,0.443328,2,2,0.143018
2884,0.258836,0.560638,0.180527,0.175329,0.381150,0.443520,2,2,0.143030
2885,0.258746,0.560443,0.180811,0.175268,0.381018,0.443713,2,2,0.143043
2886,0.258657,0.560249,0.181094,0.175208,0.380886,0.443906,2,2,0.143055
2887,0.258567,0.560055,0.181378,0.175147,0.380755,0.444098,2,2,0.143068
2888,0.258478,0.559862,0.181661,0.175087,0.380623,0.444291,2,2,0.143080
2889,0.258388,0.559668,0.181944,0.175026,0.380491,0.444483,2,2,0.143092
2890,0.258299,0.559474,0.182227,0.174965,0.380360,0.444675,2,2,0.143104
2891,0.258209,0.559281,0.182510,0.174905,0.380228,0.444867,2,2,0.143117
2892,0.258120,0.559088,0.182792,0.174845,0.380097,0.445059,2,2,0.143129
2893,0.258031,0.558895,0.183074,0.174784,0.379965,0.445250,2,2,0.143141
2894,0.257942,0.558702,0.183356,0.174724,0.379834,0.445442,2,2,0.143153
2895,0.257853,0.558509,0.183638,0.174663,0.379703,0.445633,2,2,0.143165
2896,0.257764,0.558316,0.183920,0.174603,0.379572,0.445825,2,2,0.143176
2897,0.257675,0.558123,0.184201,0.174543,0.379441,0.446016,2,2,0.143188
2898,0.257586,0.557931,0.184483,0.174483,0.379310,0.446207,2,2,0.143200
2899,0.257497,0.557739,0.184764,0.174423,0.379180,0.446398,2,2,0.143212
2900,0.257409,0.557547,0.185045,0.174363,0.379049,0.446589,2,2,0.143224
2901,0.257320,0.557354,0.185326,0.174302,0.378918,0.446779,2,2,0.143235
2902,0.257231,0.557163,0.185606,0.174242,0.378788,0.446970,2,2,0.143247
2903,0.257143,0.556971,0.185886,0.174182,0.378657,0.447160,2,2,0.143258
2904,0.257054,0.556779,0.186167,0.174123,0.378527,0.447350,2,2,0.143270
2905,0.256966,0.556588,0.186447,0.174063,0.378397,0.447540,2,2,0.143281
2906,0.256878,0.556396,0.186726,0.174003,0.378267,0.447730,2,2,0.143293
2907,0.256789,0.556205,0.187006,0.173943,0.378137,0.447920,2,2,0.143304
2908,0.256701,0.556014,0.187285,0.173883,0.378007,0.448110,2,2,0.143315
2909,0.256613,0.555823,0.187564,0.173823,0.377877,0.448300,2,2,0.143327
2910,0.256525,0.555632,0.187843,0.173764,0.377747,0.448489,2,2,0.143338
2911,0.256437,0.555441,0.188122,0.173704,0.377618,0.448678,2,2,0.143349
2912,0.256349,0.555251,0.188401,0.173644,0.377488,0.448868,2,2,0.143360
2913,0.256261,0.555060,0.188679,0.173585,0.377358,0.449057,2,2,0.143371
2914,0.256173,0.554870,0.188957,0.173525,0.377229,0.449246,2,2,0.143382
2915,0.256085,0.554679,0.189236,0.173466,0.377100,0.449434,2,2,0.143393
2916,0.255997,0.554489,0.189513,0.173406,0.376971,0.449623,2,2,0.143404
2917,0.255910,0.554299,0.189791,0.173347,0.376841,0.449812,2,2,0.143415
2918,0.255822,0.554110,0.190068,0.173288,0.376712,0.450000,2,2,0.143425
2919,0.255734,0.553920,0.190346,0.173228,0.376583,0.450188,2,2,0.143436
2920,0.255647,0.553730,0.190623,0.173169,0.376454,0.450376,2,2,0.143447
2921,0.255559,0.553541,0.190900,0.173110,0.376326,0.450564,2,2,0.143458
2922,0.255472,0.553352,0.191176,0.173051,0.376197,0.450752,2,2,0.143468
2923,0.255385,0.553162,0.191453,0.172991,0.376068,0.450940,2,2,0.143479
2924,0.255297,0.552973,0.191729,0.172932,0.375940,0.451128,2,2,0.143489
2925,0.255210,0.552784,0.192005,0.172873,0.375811,0.451315,2,2,0.143500
2926,0.255123,0.552596,0.192281,0.172814,0.375683,0.451503,2,2,0.143510
2927,0.255036,0.552407,0.192557,0.172755,0.375555,0.451690,2,2,0.143521
2928,0.254949,0.552218,0.192833,0.172696,0.375427,0.451877,2,2,0.143531
2929,0.254862,0.552030,0.193108,0.172637,0.375299,0.452064,2,2,0.143541
2930,0.254775,0.551842,0.193383,0.172578,0.375171,0.452251,2,2,0.143551
2931,0.254688,0.551654,0.193658,0.172520,0.375043,0.452438,2,2,0.143562
2932,0.254601,0.551466,0.193933,0.172461,0.374915,0.452624,2,2,0.143572
2933,0.254514,0.551278,0.194208,0.172402,0.374787,0.452811,2,2,0.143582
2934,0.254428,0.551090,0.194482,0.172343,0.374659,0.452997,2,2,0.143592
2935,0.254341,0.550902,0.194757,0.172285,0.374532,0.453184,2,2,0.143602
2936,0.254255,0.550715,0.195031,0.172226,0.374404,0.453370,2,2,0.143612
2937,0.254168,0.550527,0.195305,0.172167,0.374277,0.453556,2,2,0.143622
2938,0.254082,0.550340,0.195578,0.172109,0.374150,0.453741,2,2,0.143631
2939,0.253995,0.550153,0.195852,0.172050,0.374022,0.453927,2,2,0.143641
2940,0.253909,0.549966,0.196125,0.171992,0.373895,0.454113,2,2,0.143651
2941,0.253823,0.549779,0.196398,0.171933,0.373768,0.454298,2,2,0.143661
2942,0.253736,0.549592,0.196671,0.171875,0.373641,0.454484,2,2,0.143670
2943,0.253650,0.549406,0.196944,0.171817,0.373514,0.454669,2,2,0.143680
2944,0.253564,0.549219,0.197217,0.171758,0.373388,0.454854,2,2,0.143690
2945,0.253478,0.549033,0.197489,0.171700,0.373261,0.455039,2,2,0.143699
2946,0.253392,0.548847,0.197761,0.171642,0.373134,0.455224,2,2,0.143709
2947,0.253306,0.548661,0.198033,0.171584,0.373008,0.455409,2,2,0.143718
2948,0.253220,0.548475,0.198305,0.171525,0.372881,0.455593,2,2,0.143727
2949,0.253135,0.548289,0.198577,0.171467,0.372755,0.455778,2,2,0.143737
2950,0.253049,0.548103,0.198848,0.171409,0.372629,0.455962,2,2,0.143746
2951,0.252963,0.547917,0.199120,0.171351,0.372503,0.456146,2,2,0.143755
2952,0.252877,0.547732,0.199391,0.171293,0.372376,0.456330,2,2,0.143765
2953,0.252792,0.547547,0.199662,0.171235,0.372250,0.456514,2,2,0.143774
2954,0.252706,0.547361,0.199932,0.171177,0.372124,0.456698,2,2,0.143783
2955,0.252621,0.547176,0.200203,0.171119,0.371999,0.456882,2,2,0.143792
2956,0.252535,0.546991,0.200473,0.171062,0.371873,0.457066,2,2,0.143801
2957,0.252450,0.546806,0.200743,0.171004,0.371747,0.457249,2,2,0.143810
2958,0.252365,0.546622,0.201014,0.170946,0.371622,0.457432,2,2,0.143819
2959,0.252280,0.546437,0.201283,0.170888,0.371496,0.457616,2,2,0.143828
2960,0.252194,0.546253,0.201553,0.170831,0.371371,0.457799,2,2,0.143837
2961,0.252109,0.546068,0.201822,0.170773,0.371245,0.457982,2,2,0.143845
2962,0.252024,0.545884,0.202092,0.170715,0.371120,0.458165,2,2,0.143854
2963,0.251939,0.545700,0.202361,0.170658,0.370995,0.458347,2,2,0.143863
2964,0.251854,0.545516,0.202630,0.170600,0.370870,0.458530,2,2,0.143871
2965,0.251769,0.545332,0.202899,0.170543,0.370745,0.458713,2,2,0.143880
2966,0.251685,0.545148,0.203167,0.170485,0.370620,0.458895,2,2,0.143889
2967,0.251600,0.544965,0.203436,0.170428,0.370495,0.459077,2,2,0.143897
2968,0.251515,0.544781,0.203704,0.170370,0.370370,0.459259,2,2,0.143906
2969,0.251430,0.544598,0.203972,0.170313,0.370246,0.459441,2,2,0.143914
2970,0.251346,0.544415,0.204240,0.170256,0.370121,0.459623,2,2,0.143923
2971,0.251261,0.544231,0.204507,0.170198,0.369997,0.459805,2,2,0.143931
2972,0.251177,0.544048,0.204775,0.170141,0.369872,0.459987,2,2,0.143939
2973,0.251092,0.543866,0.205042,0.170084,0.369748,0.460168,2,2,0.143948
2974,0.251008,0.543683,0.205309,0.170027,0.369624,0.460349,2,2,0.143956
2975,0.250924,0.543500,0.205576,0.169970,0.369499,0.460531,2,2,0.143964
2976,0.250839,0.543318,0.205843,0.169913,0.369375,0.460712,2,2,0.143972
2977,0.250755,0.543135,0.206109,0.169856,0.369251,0.460893,2,2,0.143980
2978,0.250671,0.542953,0.206376,0.169799,0.369128,0.461074,2,2,0.143988
2979,0.250587,0.542771,0.206642,0.169742,0.369004,0.461255,2,2,0.143996
2980,0.250503,0.542589,0.206908,0.169685,0.368880,0.461435,2,2,0.144004
2981,0.250419,0.542407,0.207174,0.169628,0.368756,0.461616,2,2,0.144012
2982,0.250335,0.542225,0.207440,0.169571,0.368633,0.461796,2,2,0.144020
2983,0.250251,0.542044,0.207705,0.169514,0.368509,0.461977,2,2,0.144028
2984,0.250167,0.541862,0.207971,0.169457,0.368386,0.462157,2,2,0.144036
2985,0.250084,0.541681,0.208236,0.169401,0.368262,0.462337,2,2,0.144043
2986,0.250000,0.541499,0.208501,0.169344,0.368139,0.462517,2,2,0.144051
2987,0.249916,0.541318,0.208765,0.169287,0.368016,0.462697,2,2,0.144059
2988,0.249833,0.541137,0.209030,0.169231,0.367893,0.462876,2,2,0.144066
2989,0.249749,0.540956,0.209295,0.169174,0.367770,0.463056,2,2,0.144074
2990,0.249666,0.540775,0.209559,0.169118,0.367647,0.463235,2,2,0.144082
2991,0.249582,0.540595,0.209823,0.169061,0.367524,0.463415,2,2,0.144089
2992,0.249499,0.540414,0.210087,0.169005,0.367401,0.463594,2,2,0.144096
2993,0.249416,0.540234,0.210351,0.168948,0.367279,0.463773,2,2,0.144104
2994,0.249332,0.540053,0.210614,0.168892,0.367156,0.463952,2,2,0.144111
2995,0.249249,0.539873,0.210878,0.168836,0.367034,0.464131,2,2,0.144119
2996,0.249166,0.539693,0.211141,0.168779,0.366911,0.464310,2,2,0.144126
2997,0.249083,0.539513,0.211404,0.168723,0.366789,0.464488,2,2,0.144133
2998,0.249000,0.539333,0.211667,0.168667,0.366667,0.464667,2,2,0.144140
2999,0.248917,0.539154,0.211929,0.168610,0.366544,0.464845,2,2,0.144147
3000,0.248834,0.538974,0.212192,0.168554,0.366422,0.465023,2,2,0.144155
3001,0.248751,0.538795,0.212454,0.168498,0.366300,0.465201,2,2,0.144162
3002,0.248668,0.538615,0.212716,0.168442,0.366178,0.465379,2,2,0.144169
3003,0.248586,0.538436,0.212978,0.168386,0.366057,0.465557,2,2,0.144176
3004,0.248503,0.538257,0.213240,0.168330,0.365935,0.465735,2,2,0.144183
3005,0.248420,0.538078,0.213502,0.168274,0.365813,0.465913,2,2,0.144190
3006,0.248338,0.537899,0.213763,0.168218,0.365691,0.466090,2,2,0.144196
3007,0.248255,0.537720,0.214025,0.168162,0.365570,0.466268,2,2,0.144203
3008,0.248173,0.537542,0.214286,0.168106,0.365449,0.466445,2,2,0.144210
3009,0.248090,0.537363,0.214547,0.168050,0.365327,0.466622,2,2,0.144217
3010,0.248008,0.537185,0.214807,0.167995,0.365206,0.466799,2,2,0.144224
3011,0.247926,0.537006,0.215068,0.167939,0.365085,0.466976,2,2,0.144230
3012,0.247843,0.536828,0.215328,0.167883,0.364964,0.467153,2,2,0.144237
3013,0.247761,0.536650,0.215589,0.167828,0.364842,0.467330,2,2,0.144243
3014,0.247679,0.536472,0.215849,0.167772,0.364721,0.467507,2,2,0.144250
3015,0.247597,0.536294,0.216109,0.167716,0.364601,0.467683,2,2,0.144257
3016,0.247515,0.536117,0.216368,0.167661,0.364480,0.467860,2,2,0.144263
3017,0.247433,0.535939,0.216628,0.167605,0.364359,0.468036,2,2,0.144269
3018,0.247351,0.535762,0.216887,0.167550,0.364238,0.468212,2,2,0.144276
3019,0.247269,0.535584,0.217147,0.167494,0.364118,0.468388,2,2,0.144282
3020,0.247187,0.535407,0.217406,0.167439,0.363997,0.468564,2,2,0.144288
3021,0.247106,0.535230,0.217665,0.167383,0.363877,0.468740,2,2,0.144295
3022,0.247024,0.535053,0.217923,0.167328,0.363757,0.468915,2,2,0.144301
3023,0.246942,0.534876,0.218182,0.167273,0.363636,0.469091,2,2,0.144307
3024,0.246861,0.534699,0.218440,0.167217,0.363516,0.469266,2,2,0.144313
3025,0.246779,0.534523,0.218698,0.167162,0.363396,0.469442,2,2,0.144319
3026,0.246697,0.534346,0.218956,0.167107,0.363276,0.469617,2,2,0.144325
3027,0.246616,0.534170,0.219214,0.167052,0.363156,0.469792,2,2,0.144331
3028,0.246535,0.533993,0.219472,0.166997,0.363036,0.469967,2,2,0.144337
3029,0.246453,0.533817,0.219729,0.166942,0.362917,0.470142,2,2,0.144343
3030,0.246372,0.533641,0.219987,0.166887,0.362797,0.470317,2,2,0.144349
3031,0.246291,0.533465,0.220244,0.166832,0.362677,0.470491,2,2,0.144355
3032,0.246210,0.533289,0.220501,0.166777,0.362558,0.470666,2,2,0.144361
3033,0.246129,0.533114,0.220758,0.166722,0.362438,0.470840,2,2,0.144367
3034,0.246047,0.532938,0.221014,0.166667,0.362319,0.471014,2,2,0.144373
3035,0.245966,0.532763,0.221271,0.166612,0.362200,0.471189,2,2,0.144378
3036,0.245885,0.532587,0.221527,0.166557,0.362080,0.471363,2,2,0.144384
3037,0.245805,0.532412,0.221783,0.166502,0.361961,0.471537,2,2,0.144390
3038,0.245724,0.532237,0.222039,0.166447,0.361842,0.471711,2,2,0.144395
3039,0.245643,0.532062,0.222295,0.166393,0.361723,0.471884,2,2,0.144401
3040,0.245562,0.531887,0.222551,0.166338,0.361604,0.472058,2,2,0.144406
3041,0.245481,0.531712,0.222806,0.166283,0.361485,0.472231,2,2,0.144412
3042,0.245401,0.531537,0.223062,0.166229,0.361367,0.472405,2,2,0.144417
3043,0.245320,0.531363,0.223317,0.166174,0.361248,0.472578,2,2,0.144423
3044,0.245240,0.531188,0.223572,0.166120,0.361129,0.472751,2,2,0.144428
3045,0.245159,0.531014,0.223827,0.166065,0.361011,0.472924,2,2,0.144433
3046,0.245079,0.530840,0.224081,0.166010,0.360892,0.473097,2,2,0.144439
3047,0.244998,0.530666,0.224336,0.165956,0.360774,0.473270,2,2,0.144444
3048,0.244918,0.530492,0.224590,0.165902,0.360656,0.473443,2,2,0.144449
3049,0.244838,0.530318,0.224844,0.165847,0.360538,0.473615,2,2,0.144454
3050,0.244758,0.530144,0.225098,0.165793,0.360419,0.473788,2,2,0.144459
3051,0.244677,0.529971,0.225352,0.165739,0.360301,0.473960,2,2,0.144465
3052,0.244597,0.529797,0.225606,0.165684,0.360183,0.474132,2,2,0.144470
3053,0.244517,0.529624,0.225859,0.165630,0.360065,0.474304,2,2,0.144475
3054,0.244437,0.529450,0.226113,0.165576,0.359948,0.474476,2,2,0.144480
3055,0.244357,0.529277,0.226366,0.165522,0.359830,0.474648,2,2,0.144485
3056,0.244277,0.529104,0.226619,0.165468,0.359712,0.474820,2,2,0.144490
3057,0.244197,0.528931,0.226872,0.165414,0.359595,0.474992,2,2,0.144494
3058,0.244118,0.528758,0.227124,0.165359,0.359477,0.475163,2,2,0.144499
3059,0.244038,0.528585,0.227377,0.165305,0.359360,0.475335,2,2,0.144504
3060,0.243958,0.528413,0.227629,0.165251,0.359242,0.475506,2,2,0.144509
3061,0.243879,0.528240,0.227881,0.165198,0.359125,0.475677,2,2,0.144514
3062,0.243799,0.528068,0.228133,0.165144,0.359008,0.475849,2,2,0.144518
3063,0.243719,0.527896,0.228385,0.165090,0.358891,0.476020,2,2,0.144523
3064,0.243640,0.527723,0.228637,0.165036,0.358774,0.476190,2,2,0.144528
3065,0.243560,0.527551,0.228888,0.164982,0.358657,0.476361,2,2,0.144532
3066,0.243481,0.527379,0.229140,0.164928,0.358540,0.476532,2,2,0.144537
3067,0.243402,0.527208,0.229391,0.164875,0.358423,0.476703,2,2,0.144541
3068,0.243322,0.527036,0.229642,0.164821,0.358306,0.476873,2,2,0.144546
3069,0.243243,0.526864,0.229893,0.164767,0.358190,0.477043,2,2,0.144550
3070,0.243164,0.526693,0.230143,0.164714,0.358073,0.477214,2,2,0.144554
3071,0.243085,0.526521,0.230394,0.164660,0.357956,0.477384,2,2,0.144559
3072,0.243006,0.526350,0.230644,0.164606,0.357840,0.477554,2,2,0.144563
3073,0.242927,0.526179,0.230894,0.164553,0.357724,0.477724,2,2,0.144567
3074,0.242848,0.526008,0.231144,0.164499,0.357607,0.477893,2,2,0.144572
3075,0.242769,0.525837,0.231394,0.164446,0.357491,0.478063,2,2,0.144576
3076,0.242690,0.525666,0.231644,0.164392,0.357375,0.478233,2,2,0.144580
3077,0.242611,0.525495,0.231893,0.164339,0.357259,0.478402,2,2,0.144584
3078,0.242532,0.525325,0.232143,0.164286,0.357143,0.478571,2,2,0.144588
3079,0.242454,0.525154,0.232392,0.164232,0.357027,0.478741,2,2,0.144592
3080,0.242375,0.524984,0.232641,0.164179,0.356911,0.478910,2,2,0.144596
3081,0.242296,0.524813,0.232890,0.164126,0.356795,0.479079,2,2,0.144600
3082,0.242218,0.524643,0.233139,0.164073,0.356680,0.479248,2,2,0.144604
3083,0.242139,0.524473,0.233387,0.164019,0.356564,0.479417,2,2,0.144608
3084,0.242061,0.524303,0.233636,0.163966,0.356448,0.479585,2,2,0.144612
3085,0.241983,0.524133,0.233884,0.163913,0.356333,0.479754,2,2,0.144616
3086,0.241904,0.523964,0.234132,0.163860,0.356218,0.479922,2,2,0.144620
3087,0.241826,0.523794,0.234380,0.163807,0.356102,0.480091,2,2,0.144624
3088,0.241748,0.523625,0.234628,0.163754,0.355987,0.480259,2,2,0.144628
3089,0.241669,0.523455,0.234875,0.163701,0.355872,0.480427,2,2,0.144631
3090,0.241591,0.523286,0.235123,0.163648,0.355757,0.480595,2,2,0.144635
3091,0.241513,0.523117,0.235370,0.163595,0.355642,0.480763,2,2,0.144639
3092,0.241435,0.522948,0.235617,0.163542,0.355527,0.480931,2,2,0.144642
3093,0.241357,0.522779,0.235864,0.163489,0.355412,0.481099,2,2,0.144646
3094,0.241279,0.522610,0.236111,0.163437,0.355297,0.481266,2,2,0.144649
3095,0.241201,0.522441,0.236358,0.163384,0.355182,0.481434,2,2,0.144653
3096,0.241123,0.522272,0.236604,0.163331,0.355068,0.481601,2,2,0.144656
3097,0.241045,0.522104,0.236851,0.163278,0.354953,0.481768,2,2,0.144660
3098,0.240968,0.521935,0.237097,0.163226,0.354839,0.481935,2,2,0.144663
3099,0.240890,0.521767,0.237343,0.163173,0.354724,0.482103,2,2,0.144667
3100,0.240812,0.521599,0.237589,0.163121,0.354610,0.482270,2,2,0.144670
3101,0.240735,0.521431,0.237834,0.163068,0.354496,0.482436,2,2,0.144673
3102,0.240657,0.521263,0.238080,0.163015,0.354381,0.482603,2,2,0.144676
3103,0.240580,0.521095,0.238325,0.162963,0.354267,0.482770,2,2,0.144680
3104,0.240502,0.520927,0.238571,0.162910,0.354153,0.482936,2,2,0.144683
3105,0.240425,0.520760,0.238816,0.162858,0.354039,0.483103,2,2,0.144686
3106,0.240347,0.520592,0.239060,0.162806,0.353925,0.483269,2,2,0.144689
3107,0.240270,0.520425,0.239305,0.162753,0.353812,0.483435,2,2,0.144692
3108,0.240193,0.520257,0.239550,0.162701,0.353698,0.483601,2,2,0.144695
3109,0.240116,0.520090,0.239794,0.162649,0.353584,0.483767,2,2,0.144698
3110,0.240039,0.519923,0.240039,0.162596,0.353470,0.483933,2,2,0.144701
3111,0.239961,0.519756,0.240283,0.162544,0.353357,0.484099,2,2,0.144704
3112,0.239884,0.519589,0.240527,0.162492,0.353243,0.484265,2,2,0.144707
3113,0.239807,0.519422,0.240770,0.162440,0.353130,0.484430,2,2,0.144710
3114,0.239730,0.519255,0.241014,0.162388,0.353017,0.484596,2,2,0.144713
3115,0.239654,0.519089,0.241258,0.162336,0.352903,0.484761,2,2,0.144716
3116,0.239577,0.518922,0.241501,0.162284,0.352790,0.484926,2,2,0.144719
3117,0.239500,0.518756,0.241744,0.162231,0.352677,0.485091,2,2,0.144721
3118,0.239423,0.518590,0.241987,0.162179,0.352564,0.485256,2,2,0.144724
3119,0.239346,0.518424,0.242230,0.162128,0.352451,0.485421,2,2,0.144727
3120,0.239270,0.518258,0.242473,0.162076,0.352338,0.485586,2,2,0.144730
3121,0.239193,0.518092,0.242715,0.162024,0.352225,0.485751,2,2,0.144732
3122,0.239117,0.517926,0.242958,0.161972,0.352113,0.485915,2,2,0.144735
3123,0.239040,0.517760,0.243200,0.161920,0.352000,0.486080,2,2,0.144737
3124,0.238964,0.517594,0.243442,0.161868,0.351887,0.486244,2,2,0.144740
3125,0.238887,0.517429,0.243684,0.161816,0.351775,0.486409,2,2,0.144742
3126,0.238811,0.517263,0.243926,0.161765,0.351662,0.486573,2,2,0.144745
3127,0.238734,0.517098,0.244167,0.161713,0.351550,0.486737,2,2,0.144747
3128,0.238658,0.516933,0.244409,0.161661,0.351438,0.486901,2,2,0.144750
3129,0.238582,0.516768,0.244650,0.161610,0.351325,0.487065,2,2,0.144752
3130,0.238506,0.516603,0.244891,0.161558,0.351213,0.487229,2,2,0.144754
3131,0.238430,0.516438,0.245132,0.161507,0.351101,0.487392,2,2,0.144757
3132,0.238354,0.516273,0.245373,0.161455,0.350989,0.487556,2,2,0.144759
3133,0.238278,0.516108,0.245614,0.161404,0.350877,0.487719,2,2,0.144761
3134,0.238202,0.515944,0.245855,0.161352,0.350765,0.487883,2,2,0.144763
3135,0.238126,0.515779,0.246095,0.161301,0.350653,0.488046,2,2,0.144766
3136,0.238050,0.515615,0.246335,0.161249,0.350542,0.488209,2,2,0.144768
3137,0.237974,0.515451,0.246575,0.161198,0.350430,0.488372,2,2,0.144770
3138,0.237898,0.515287,0.246815,0.161146,0.350318,0.488535,2,2,0.144772
3139,0.237822,0.515123,0.247055,0.161095,0.350207,0.488698,2,2,0.144774
3140,0.237747,0.514959,0.247295,0.161044,0.350095,0.488861,2,2,0.144776
